estimator,r
coupling_null,-0.11083852680920751
coupling_null,-0.2899899133116357
coupling_null,-0.19274264357851434
coupling_null,-0.16851997871539634
coupling_null,0.2416345410961976
coupling_null,0.211647859847273
coupling_null,-0.025761853753397682
coupling_null,-0.357702920947485
coupling_null,-0.4691014415449925
coupling_null,0.1192090706792039
coupling_null,-0.34179282731904387
coupling_null,-0.7446703667088245
coupling_null,-0.11104655613804383
coupling_null,-0.4429752620826184
coupling_null,-0.1309011585430131
coupling_null,-0.020406247888465394
coupling_null,-0.4558713356605415
coupling_null,-0.3450978649656002
coupling_null,-0.5202490301665007
coupling_null,-0.39135801929971675
coupling_null,-0.5252783119613621
coupling_null,-0.26727961768386777
coupling_null,0.24117387540255483
coupling_null,-0.24415177202854102
coupling_null,-0.164919181233949
coupling_null,-0.035480596275981435
coupling_null,0.06185471893165068
coupling_null,-0.06693329194290591
coupling_null,-0.33017622450102624
coupling_null,-0.4702578620913145
coupling_null,0.08544351559767653
coupling_null,-0.011935616253732984
coupling_null,-0.35892783617613794
coupling_null,-0.559232911388803
coupling_null,-0.5164283625726679
coupling_null,-0.07020213196917541
coupling_null,-0.23081092287882518
coupling_null,-0.7525765344614672
coupling_null,-0.1293299719700482
coupling_null,-0.28783632760755457
coupling_null,-0.19871256393045078
coupling_null,0.0268390125555734
coupling_null,-0.5667094819399594
coupling_null,0.3538164370619378
coupling_null,-0.09011566850663455
coupling_null,-0.3606875820567321
coupling_null,-0.3559714453486885
coupling_null,-0.11368861583969916
coupling_null,-0.6332010623417462
coupling_null,-0.26955655792863775
coupling_null,-0.17623885433759628
coupling_null,-0.28750965919495014
coupling_null,-0.020083467075938975
coupling_null,-0.3471925682952149
coupling_null,-0.4551938426382008
coupling_null,-0.020406247888465394
coupling_null,-0.1492656705770965
coupling_null,-0.4992792657812909
coupling_null,-0.6068541140663584
coupling_null,-0.5437251323937484
coupling_null,-0.6707166950513357
coupling_null,-0.009201776890140831
coupling_null,-0.4179478042813623
coupling_null,-0.6439426988895092
coupling_null,-0.6319671587714205
coupling_null,-0.3153074100972909
coupling_null,-0.05623625063866016
coupling_null,-0.5273301675838727
coupling_null,0.24288309890578472
coupling_null,-0.28088166276472426
coupling_null,0.04091292878499769
coupling_null,-0.3600787357708479
coupling_null,-0.42283248987742866
coupling_null,-0.34108540253634334
coupling_null,0.05615462550674004
coupling_null,0.17554135847020086
coupling_null,-0.6466751619739288
coupling_null,-0.2234863078077938
coupling_null,-0.14820476833463103
coupling_null,-0.30272839861845074
coupling_null,-0.48222892910903226
coupling_null,-0.06004021082095971
coupling_null,-0.26704121131641245
coupling_null,-0.2741489598392058
coupling_null,-0.16436377799399313
coupling_null,-0.3950426348166817
coupling_null,-0.2936851581788528
coupling_null,-0.14952576372115067
coupling_null,-0.6323004916975982
coupling_null,-0.3996184158689429
coupling_null,-0.5848077761424723
coupling_null,-0.16484650110301377
coupling_null,-0.5182425353768896
coupling_null,-0.015836137334694512
coupling_null,-0.1772897738004804
coupling_null,0.27118301364571074
coupling_null,0.04883117181180059
coupling_null,0.09875240684977409
coupling_null,0.1767072578756324
coupling_null,-0.24207427016307562
coupling_null,-0.6076423193408336
coupling_null,-0.7740347454889568
coupling_null,-0.5362380801763159
coupling_null,0.17429393793747774
coupling_null,-0.5014537175369832
coupling_null,-0.031889098817212046
coupling_null,-0.6077476604886206
coupling_null,-0.22119491133959118
coupling_null,-0.5110162482219499
coupling_null,0.2248332571781927
