gene,fcm_cluster,fcm_membership,wgcna_module,concordance_quadrant,reversal_quadrant
KPNA6,C2,0.9073344643778328,Blue,Conc. Up,Reversed (Aging Down / Training Up)
USO1,C4,0.9998081481324804,Brown,Conc. Down,Reversed (Aging Up / Training Down)
PFKFB2,C3,0.9999844193783036,Pink,Conc. Up,Reversed (Aging Down / Training Up)
EDF1,C2,0.9867011847891348,Magenta,Conc. Down,Exacerbated Down
DNAJA2,C2,0.9990509836207434,Blue,Conc. Up,Reversed (Aging Down / Training Up)
PFDN1,C4,0.6301420259638856,Yellow,Conc. Down,Exacerbated Down
WDR1,C2,0.7302729852508154,Brown,Conc. Up,Reversed (Aging Down / Training Up)
LDB3,C1,0.9999988428375276,Black,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CLASP2,C3,0.9725632949529368,Green,Conc. Down,Reversed (Aging Up / Training Down)
CPNE3,C2,0.5464982282086532,Brown,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CLUH,C3,0.9994436436102404,Pink,Conc. Up,Exacerbated Up
CAND2,C2,0.9774817989467836,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
COQ9,C3,0.9918988962630696,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
NDUFS7,C3,0.8975437705627525,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
RTN2,C2,0.9757946211649912,Brown,Disc. YUp/ODn,Exacerbated Down
NDUFS2,C3,0.904113345875428,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NIPSNAP2,C3,0.9999815340026212,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
CILP,C1,0.9945568192252932,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TBCA,C4,0.5045845735685147,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
VPS4B,C4,0.630685672264108,Green,Disc. YDn/OUp,Exacerbated Up
MACROH2A1,C2,0.3890538169413139,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
FLNB,C2,0.9988475831629938,Blue,Conc. Up,Reversed (Aging Down / Training Up)
NDUFS6,C3,0.975340352268839,Green,Disc. YDn/OUp,Exacerbated Up
CS,C3,0.9999996539385752,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
SEC22B,C2,0.9954493955585948,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
MTX2,C3,0.6422728603906782,Green,Conc. Down,Reversed (Aging Up / Training Down)
VPS26A,C2,0.7717356237795335,Brown,Conc. Down,Reversed (Aging Up / Training Down)
NDUFB1,C3,0.9755391758756063,Green,Conc. Down,Exacerbated Down
PMPCB,C3,0.9977221536692,Green,Disc. YDn/OUp,Exacerbated Up
NDUFS3,C3,0.9970520545778256,Green,Conc. Down,Reversed (Aging Up / Training Down)
ECI2,C3,0.9998527481542838,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
BANF1,C1,0.9801211676013064,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
CSDE1,C1,0.8492011984751484,Black,Disc. YUp/ODn,Exacerbated Down
PRKRA,C1,0.9875234334019536,Black,Conc. Up,Reversed (Aging Down / Training Up)
LYPLA1,C3,0.994859698916926,Turquoise,Disc. YDn/OUp,Exacerbated Up
TIPRL,C4,0.7088568090649963,Blue,Conc. Up,Reversed (Aging Down / Training Up)
SLC25A12,C3,0.9999135932762832,Green,Disc. YDn/OUp,Exacerbated Up
EIF3G,C2,0.9864211926301576,Magenta,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EIF3J,C1,0.40733444199188545,Blue,Conc. Up,Reversed (Aging Down / Training Up)
IDH1,C4,0.9961313533251792,Brown,Conc. Down,Reversed (Aging Up / Training Down)
ARL6IP5,C2,0.9977145593867216,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
DYSF,C2,0.9999788927641864,Blue,Conc. Up,Reversed (Aging Down / Training Up)
DCTN3,C4,0.9961307252758624,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
ATP5PD,C3,0.9999930650101724,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ATP5MG,C3,0.9999423096763476,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GLRX3,C2,0.8541573810566745,Blue,Conc. Up,Reversed (Aging Down / Training Up)
DDAH1,C4,0.636337311223064,Brown,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
BAIAP3,C3,0.9993733541735697,Pink,Disc. YUp/ODn,Exacerbated Down
TOMM70,C3,0.9589054674283836,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TMEM63A,C2,0.9957318323111178,Blue,Conc. Up,Exacerbated Up
PLPBP,C4,0.9999419206815624,Red,Conc. Down,Reversed (Aging Up / Training Down)
ERLIN2,C1,0.9974816636309516,Magenta,Conc. Down,Exacerbated Down
ENDOD1,C4,0.4934257981089472,Blue,Conc. Up,Reversed (Aging Down / Training Up)
SEC31A,C2,0.9929408473545054,Blue,Conc. Up,Exacerbated Up
NDUFB6,C3,0.999634226812998,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MFN2,C2,0.5592515510155835,Pink,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
NDUFA3,C3,0.9958817871046184,Green,Conc. Down,Exacerbated Down
NDUFB4,C3,0.9987189041075116,Green,Conc. Down,Reversed (Aging Up / Training Down)
NDUFB8,C3,0.9622150877873348,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NDUFA7,C3,0.980309444965336,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
LETM1,C3,0.9999718172895988,Turquoise,Conc. Up,Exacerbated Up
STBD1,C2,0.9669152127581832,Blue,Disc. YUp/ODn,Exacerbated Down
ZRANB2,C4,0.9961549903317618,Red,Disc. YDn/OUp,Exacerbated Up
VAPB,C1,0.9833219862420166,Yellow,Conc. Down,Exacerbated Down
NDUFC2,C3,0.9966959841112784,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
NDUFA10,C3,0.7307712848732874,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PGLS,C3,0.8106109728700335,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
IPO7,C2,0.8811241329836688,Brown,Disc. YUp/ODn,Exacerbated Down
ARIH2,C1,0.99612959904546,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
PGM3,C4,0.9783604683376618,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
SVIL,C1,0.5037394524169956,Yellow,Disc. YUp/ODn,Exacerbated Down
AHSA1,C2,0.912518323644254,Turquoise,Conc. Up,Exacerbated Up
H6PD,C4,0.9986146209979548,Brown,Conc. Down,Reversed (Aging Up / Training Down)
MPC2,C3,0.9999064122730584,Pink,Disc. YUp/ODn,Exacerbated Down
ETHE1,C3,0.9998807043261292,Pink,Conc. Down,Exacerbated Down
ACSL3,C2,0.9813927398283964,Blue,Disc. YUp/ODn,Exacerbated Down
OXSR1,C4,0.9981809639122828,Red,Conc. Down,Reversed (Aging Up / Training Down)
LSM8,C1,0.7964881281333799,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
AP2A1,C2,0.9961750317995796,Blue,Conc. Up,Exacerbated Up
BAG2,C4,0.8941170018024825,Brown,Disc. YUp/ODn,Exacerbated Down
BAG3,C1,0.9310631225747258,Blue,Conc. Up,Reversed (Aging Down / Training Up)
MLYCD,C3,0.999991608725862,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
AIFM1,C3,0.9999934011172024,Pink,Disc. YUp/ODn,Exacerbated Down
BPNT1,C4,0.8120483834432468,Brown,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
DDAH2,C2,0.9984141245408352,Red,Conc. Up,Exacerbated Up
ABHD16A,C2,0.7327524019959979,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TXNDC12,C2,0.740875908299607,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
NUDT3,C3,0.5886293071981551,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
NDUFB10,C3,0.9981760818099988,Green,Conc. Down,Exacerbated Down
MOCS2,C4,0.9859338565605916,Brown,Conc. Down,Exacerbated Down
TOMM40,C3,0.9145188806422604,Green,Disc. YDn/OUp,Exacerbated Up
PEX11B,C3,0.8896667401881463,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
CYB5A,C4,0.8991257490474395,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ADH1B,C4,0.9860173440160732,Red,Conc. Down,Reversed (Aging Up / Training Down)
LDHA,C4,0.9072551650472463,Brown,Conc. Up,Reversed (Aging Down / Training Up)
GLUD1,C3,0.9970186453939036,Turquoise,Conc. Up,Exacerbated Up
CYB5R3,C2,0.9999600492196462,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GSR,C2,0.9774391175889894,Blue,Conc. Up,Reversed (Aging Down / Training Up)
MT-CO1,C1,0.7638290003175384,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MT-CO2,C3,0.9965467270230436,Green,Conc. Down,Exacerbated Down
MT-CO3,C3,0.7801443650205644,Green,Conc. Down,Exacerbated Down
SOD1,C4,0.999234731637101,Brown,Conc. Down,Reversed (Aging Up / Training Down)
CP,C4,0.9942001176596248,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
HPRT1,C2,0.9089980309620737,Blue,Conc. Up,Reversed (Aging Down / Training Up)
GOT2,C3,0.9999997752137706,Turquoise,Disc. YDn/OUp,Exacerbated Up
PGK1,C4,0.9997468609939526,Brown,Conc. Up,Reversed (Aging Down / Training Up)
AK1,C4,0.97379514199346,Brown,Disc. YUp/ODn,Exacerbated Down
HP,C4,0.999762075180914,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
CFB,C4,0.9783172687787116,Red,Conc. Up,Exacerbated Up
CA2,C4,0.9965465345842832,Brown,Conc. Down,Reversed (Aging Up / Training Down)
ASS1,C3,0.8079063949593376,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
SERPINA1,C4,0.9655731930258672,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
SERPINA3,C4,0.9818316521957986,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
AGT,C4,0.7588824023751837,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
A2M,C4,0.9715125585564072,Red,Conc. Up,Reversed (Aging Down / Training Up)
C3,C4,0.996302082066832,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
JCHAIN,C4,0.9159481322396336,Red,Conc. Down,Reversed (Aging Up / Training Down)
IGKV3-20,C4,0.8123698320321139,Red,Conc. Up,Exacerbated Up
IGHV3-7,C4,0.9920091221571844,Red,Conc. Up,Exacerbated Up
IGKC,C4,0.9984947082871268,Red,Conc. Up,Exacerbated Up
IGHG1,C4,0.994425771990736,Red,Conc. Up,Exacerbated Up
IGHG2,C4,0.9810366151112886,Red,Conc. Up,Exacerbated Up
IGHG3,C4,0.7235035237756076,Red,Conc. Up,Exacerbated Up
IGHM,C4,0.9886576988245224,Red,Conc. Up,Exacerbated Up
IGHA1,C4,0.983488499201328,Red,Conc. Up,Exacerbated Up
HLA-B,C1,0.9850614118523752,Turquoise,Disc. YDn/OUp,Exacerbated Up
MB,C2,0.9359450424576924,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
COL1A1,C1,0.9959788985958664,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
COL3A1,C1,0.999517855920841,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
COL4A1,C1,0.9956406252494112,Yellow,Conc. Down,Exacerbated Down
CRYAB,C2,0.9997337004186712,Blue,Conc. Up,Reversed (Aging Down / Training Up)
LMNA,C1,0.97817011976583,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TNNC2,C1,0.9999741914318058,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
APOE,C4,0.8315585251735885,Red,Conc. Down,Reversed (Aging Up / Training Down)
APOC2,C4,0.920691877131098,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
LRG1,C4,0.9073206880689494,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
RBP4,C4,0.8881214967024952,Red,Conc. Down,Reversed (Aging Up / Training Down)
ORM1,C4,0.9993242195712668,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TTR,C4,0.9931697489961644,Red,Disc. YDn/OUp,Exacerbated Up
ALB,C4,0.8255341666228784,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
PPBP,C4,0.9301423690162146,Yellow,Conc. Up,Reversed (Aging Down / Training Up)
TF,C4,0.997409702208412,Red,Conc. Up,Exacerbated Up
FTH1,C4,0.6021176211190807,Green,Disc. YDn/OUp,Exacerbated Up
MT2A,C4,0.9464080158965844,Red,Conc. Down,Reversed (Aging Up / Training Down)
MT-ND1,C3,0.98162874867853,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MT-ND2,C3,0.9223048998435046,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MT-ND3,C3,0.9990026482154803,Green,Conc. Down,Exacerbated Down
MT-ATP8,C3,0.9999552603461686,Pink,Conc. Up,Reversed (Aging Down / Training Up)
CAT,C4,0.9992570790206567,Red,Conc. Down,Reversed (Aging Up / Training Down)
ALDOA,C4,0.9987013171688248,Brown,Conc. Down,Reversed (Aging Up / Training Down)
CSTB,C4,0.7842508301732788,Turquoise,Disc. YDn/OUp,Exacerbated Up
SOD2,C3,0.9829290454936278,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
VWF,C1,0.9491021585761522,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
GAPDH,C4,0.7046540003535544,Brown,Conc. Up,Reversed (Aging Down / Training Up)
HLA-A,C4,0.6807844731388043,Turquoise,Conc. Up,Exacerbated Up
CAPNS1,C2,0.7286779716810428,Blue,Conc. Up,Reversed (Aging Down / Training Up)
HSPB1,C2,0.9987079767093126,Blue,Conc. Up,Reversed (Aging Down / Training Up)
RPN1,C2,0.9378636445600206,Magenta,Conc. Up,Reversed (Aging Down / Training Up)
RPN2,C2,0.7889250975148799,Brown,Conc. Up,Reversed (Aging Down / Training Up)
ATP1A1,C2,0.9509313408964868,Blue,Conc. Up,Reversed (Aging Down / Training Up)
ATP1B1,C2,0.9200871538995476,Pink,Conc. Up,Exacerbated Up
APOD,C4,0.94436792532556,Red,Conc. Down,Reversed (Aging Up / Training Down)
ALDH2,C4,0.833262834796317,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
SLC25A5,C3,0.9999995625362172,Pink,Conc. Up,Exacerbated Up
SERPING1,C4,0.9741413089272842,Red,Disc. YDn/OUp,Exacerbated Up
PCCA,C3,0.9998683664188472,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
PCCB,C3,0.999994862199957,Turquoise,Conc. Up,Exacerbated Up
EIF2S1,C1,0.8924286824322442,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPLP1,C1,0.9609855888808336,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPLP2,C1,0.9996588564673492,Black,Conc. Up,Reversed (Aging Down / Training Up)
RPLP0,C1,0.9997253998570932,Black,Conc. Up,Reversed (Aging Down / Training Up)
FABP3,C3,0.9848430744897776,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
CLEC3B,C4,0.9570466678007732,Red,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
ITGB1,C2,0.6741646931522095,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
KRT18,C1,0.9809356087144449,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
MYL1,C1,0.9999966237997334,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
GSN,C2,0.9994406688344192,Black,Conc. Up,Reversed (Aging Down / Training Up)
PTMA,C2,0.6359144225707355,Turquoise,Disc. YDn/OUp,Exacerbated Up
ATP5F1B,C3,0.9999991070323042,Pink,Conc. Up,Exacerbated Up
S100A6,C2,0.999726895618994,Blue,Conc. Up,Reversed (Aging Down / Training Up)
EIF4E,C4,0.6953032619591167,Yellow,Conc. Down,Exacerbated Down
ENO1,C4,0.8930268773166173,Brown,Conc. Up,Reversed (Aging Down / Training Up)
GPI,C4,0.9974014605762892,Brown,Conc. Up,Reversed (Aging Down / Training Up)
NPM1,C1,0.9677613084640412,Black,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TPM3,C1,0.9999925035677376,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
EPHX1,C2,0.9938915076771336,Blue,Disc. YUp/ODn,Exacerbated Down
LDHB,C2,0.941433816031774,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
GPX1,C4,0.898774562738417,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
P4HB,C2,0.9009114590466482,Blue,Conc. Up,Exacerbated Up
H1-0,C1,0.942873717140878,Yellow,Conc. Down,Reversed (Aging Up / Training Down)
CTSD,C4,0.8081705505264579,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
ANXA2,C2,0.9999827234071994,Blue,Conc. Up,Reversed (Aging Down / Training Up)
CAPN1,C2,0.7751946217336831,Brown,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
TUBB,C2,0.99973051374499,Blue,Conc. Up,Reversed (Aging Down / Training Up)
CA3,C2,0.9992320153807954,Turquoise,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
DCN,C4,0.6276141485509834,Yellow,Conc. Down,Exacerbated Down
PSAP,C4,0.86463784525179,Turquoise,Conc. Down,Reversed (Aging Up / Training Down)
PFN1,C2,0.9988429437263192,Blue,Disc. YUp/ODn,Reversed (Aging Up / Training Down)
BPGM,C4,0.9998127192672328,Red,Conc. Down,Exacerbated Down
APRT,C1,0.8968006152467821,Brown,Conc. Up,Reversed (Aging Down / Training Up)
EPRS1,C2,0.9995744598948724,Blue,Conc. Up,Exacerbated Up
CTSB,C3,0.43764024607058055,Turquoise,Conc. Up,Exacerbated Up
HSP90AA1,C2,0.9983773807331864,Blue,Conc. Up,Exacerbated Up
UQCRH,C3,0.9999321346758472,Green,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
TPM2,C1,0.9999974075909625,Yellow,Disc. YDn/OUp,Reversed (Aging Down / Training Up)
FH,C3,0.9999985198188832,Turquoise,Conc. Up,Exacerbated Up
COL1A2,C1,0.999015686743459,Yellow,Conc. Down,Exacerbated Down
