uniprot_id,gene,protein,description,OP_S06_Pre,OP_S11_Pre,OP_S12_Pre,OP_S17_Pre,O_S05_Pre,O_S06_Pre,O_S07_Pre,O_S10_Pre,O_S16_Pre,O_S17_Pre,O_S24_Pre,O_S28_Pre,O_S29_Pre,O_S32_Pre,O_S35_Pre,OP_S06_Post,OP_S11_Post,OP_S12_Post,OP_S17_Post,O_S05_Post,O_S06_Post,O_S07_Post,O_S10_Post,O_S16_Post,O_S17_Post,O_S24_Post,O_S28_Post,O_S29_Post,O_S32_Post,O_S35_Post,YP_S14_Pre,YP_S45_Pre,YP_S56_Pre,Y_S01_Pre,Y_S07_Pre,Y_S10_Pre,Y_S11_Pre,Y_S16_Pre,Y_S28_Pre,Y_S30_Pre,Y_S31_Pre,Y_S32_Pre,Y_S34_Pre,Y_S35_Pre,Y_S36_Pre,Y_S40_Pre,YP_S14_Post,YP_S45_Post,YP_S56_Post,Y_S01_Post,Y_S05_Post,Y_S10_Post,Y_S11_Post,Y_S16_Post,Y_S28_Post,Y_S30_Post,Y_S31_Post,Y_S32_Post,Y_S34_Post,Y_S35_Post,Y_S36_Post,Y_S40_Post
Q9H7C9,AAMDC,AAMDC_HUMAN,Mth938 domain-containing protein,25.64911048559425,25.622489086036975,24.909666781757103,24.65068664237926,25.71423515413491,24.817477184864448,26.0354647753493,25.94579185989654,25.91582464809751,25.942716763727205,26.050123950624744,25.18101050346495,25.804006212714366,25.370600212344645,25.606153311842117,25.4052575166291,25.248067229241123,24.840386979688716,24.65841013865468,25.26808384938404,23.869696138682308,25.38490809359063,25.386328197513222,25.73426413296878,25.73114311216237,25.77528524096249,24.85340199047454,26.201145218220173,25.79590797286499,24.983751003591017,25.90510840134775,24.87123431264981,24.401122587137,25.320951227402947,25.031008903181707,25.233337099441947,25.55529728261692,25.435029896889024,25.067433005694845,24.87504120823569,25.443283608122673,25.332014081040303,25.11499686841811,25.28438952258335,25.376359702533907,25.597226637790904,25.320841090767228,24.374042727004213,24.435418746382418,25.05289605893499,24.726341188531563,24.504711824861076,25.430722428603485,25.00353668936869,25.65801278307212,24.750123077033606,25.054359157318256,24.85517524188303,24.895963243565365,24.51504083700085,25.048772312687685,24.912705090699756
Q13685,AAMP,AAMP_HUMAN,Angio-associated migratory cell protein,16.897337299117527,16.737445427437702,17.076572986064185,16.785047953791825,16.705344854685723,16.765810469937726,17.332650425946735,15.955390876521044,16.506769229627217,17.26952022747838,16.356885529667153,16.79472346127876,16.941441084915827,17.002172760487348,15.885664233742952,16.52117316313703,15.97796951390876,16.81372412797137,17.219797087190738,17.047155981097017,16.418764803232857,16.851836114400783,17.128612506151676,17.571242828556713,16.712732108106273,17.32838902682755,16.429863892848424,17.483231889795906,16.83593502993436,17.585859537968673,16.923631181078257,16.913427162191628,16.755520940031897,16.969659190956364,16.91750216050874,16.86101469049359,16.829228641919194,17.3588332881189,15.61554087721787,17.01206894176534,16.85767172646039,17.386192990478555,16.981481899158066,16.90508266729166,16.889734529390285,16.746551614625112,16.883781799986792,17.38326067602866,17.143810264010263,16.929582266019523,16.759533049833248,16.848372245838025,16.915409334960522,16.89070016085096,16.97907423475327,16.457871811413888,16.970231489946332,16.9660560651368,16.883336776223704,17.53937575742479,17.016672601488768,16.778254312440122
P49588,AARS1,SYAC_HUMAN,"Alanine--tRNA ligase, cytoplasmic",19.685974436567403,19.436605100681724,19.44850932512989,19.628996635141984,19.729344349124947,19.52812024270439,19.125337476314243,19.564196845495637,19.43890213848953,19.460552211524305,19.56643449529752,19.36557766997367,19.75960073026556,19.26851352740368,19.739034922327544,19.671248723564684,19.46685745282599,19.59518290575799,19.76842075895449,19.57070192220272,19.768056050909426,19.25571890395132,19.74174510479913,19.350166500407255,19.454576089682103,19.501322774540164,19.4191633920244,19.258357170796167,19.36126107748856,19.32316480196004,19.44704302093005,19.26352510340147,19.495819791432865,19.8149580080304,18.96880275353077,19.427314780542165,18.9693801640165,19.537447892104755,19.26444077199571,19.74382656456415,19.771071871793083,19.331756456235578,18.93131333156528,19.83302921783223,18.924103583474015,19.18004259768612,19.23902600527696,19.343305009139403,19.63748276927711,19.30183057817721,19.40695367979017,19.806748318955243,19.419191139562074,19.54509907719061,19.4091098692497,19.762188959119843,19.20040756150745,19.52744729016193,19.724289074595863,19.65440859195127,19.682672026203612,19.27474041641244
Q9BTE6,AARSD1,AASD1_HUMAN,Alanyl-tRNA editing protein Aarsd1,17.442769117989393,16.68526791117313,17.186709042608044,17.146909695294138,16.583161858527426,17.106515407264336,17.150139067603597,17.138436015028123,16.935536826361663,16.93589129256196,17.332306445843564,17.339052855333932,16.76236804356794,17.06741827142923,17.366740633010032,17.88152492193496,17.32401155030201,17.132705693403786,16.729689027793057,16.738422575935655,16.587098803767063,17.004675481913953,17.31101094833261,16.265990099932882,17.01111910162824,16.75957966667787,17.46940974462682,17.429920070370738,16.939712222355578,16.83620602432463,17.008503845681357,17.152141809895124,16.257519400821856,16.653978959945906,18.151782333908756,18.9169363101178,18.561101116006775,17.102257288840583,17.1696765741942,16.671053968995277,16.89584859578635,16.774672082989582,17.21515110034606,16.86769811772866,17.115426967550597,17.918898715387,16.857742063253163,17.207887703808467,16.87867922691807,17.04341454792952,18.37229716846793,18.72956570031891,18.057176830920213,17.271368873001027,16.86139130229766,16.648516186583908,16.99037083199124,16.578139031776814,16.615546478610668,17.1578308908591,17.22762940918307,17.18350781250113
Q9NRN7,AASDHPPT,ADPPT_HUMAN,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,16.785510375329473,16.644085986623473,16.82691829333311,16.848468251536993,16.61828874909887,16.789982771739407,17.261180728875612,17.611704691233605,16.66857340670802,16.47987434692623,17.48905967074742,16.830559963584825,16.396504064544015,17.02738795940101,16.7981279361318,16.538920772858397,16.377101226108564,16.79353719118559,16.8258301895593,17.130540833831326,16.650466071659004,17.140068301184545,16.902594804561392,16.916867645298826,16.785494670703493,16.797065243411215,16.473508647813258,16.21293796231062,16.71642213817471,16.70767437479142,16.793121257009403,16.80947003392704,16.785537859609605,16.701423675529465,16.7188619354601,16.64472831806096,16.73335127819353,16.809918237036573,16.72327400492437,16.671749313737894,16.74733805306935,16.737420014690972,16.78595953467251,16.90855823968375,16.77209633999133,16.573205179684823,16.80846823340868,16.870514522156938,16.94125200259719,16.793576082421737,16.55305036560742,16.3228516483331,16.780398857407107,16.821954592025463,16.75430167728624,16.855083151814885,16.709975336192898,16.83040915046934,16.751499298506065,16.66912533910827,16.769591423733655,16.155112980614835
P61221,ABCE1,ABCE1_HUMAN,ATP-binding cassette sub-family E member 1,18.81668195491374,19.218635908689333,18.96699451777732,19.29901194801032,18.64937317980245,19.288925712284097,19.46279820411646,18.68354060812124,19.08547594038793,19.035381683808975,18.611891085059572,18.41015115455284,18.88044707160674,19.26681441175647,19.11875749630864,19.21223201241951,19.379308030635165,19.241578392014123,19.49412292869034,19.228691262268704,19.32516329126688,19.153350256076248,19.31665155402488,19.30226692032602,19.164541264427267,19.18614088687053,19.06682674604806,18.44389779446448,18.889597549251764,19.392983974188855,18.68969181315744,18.78103463141298,19.396127255103895,18.182707657202133,18.780923931127397,18.285702277442212,18.247298608193933,19.525481737939657,19.445167666321588,19.699226071533957,18.920351089611948,19.60380134780477,18.313545612268733,19.388220632657493,19.13725172290345,19.535855463292233,19.47387488988047,19.31762971347948,19.568322359429935,19.35625366756117,19.23451231656316,17.96273442261432,19.05558701773663,19.67304533367411,19.15680533386813,19.90936936599595,19.769203482848884,19.742014499529983,19.66935151260621,19.77307350220347,19.543680840998167,19.92295760901163
Q8NE71,ABCF1,ABCF1_HUMAN,ATP-binding cassette sub-family F member 1,18.525584990856593,19.51360386969414,18.295837559054313,18.48875538174735,20.079916821285003,19.243423543981617,18.44516128749088,19.103080258427973,19.42853871382227,19.04478178509794,18.547581111237797,19.31496930913126,19.147310691696905,19.390775598549173,18.848780842120895,18.869467369813417,19.271436370310763,18.310359662820957,18.40615459380147,19.317127739410907,19.523043413466144,18.939386633734692,18.975683608987584,19.353491679240655,19.03244749158122,19.118719625670536,18.79304252562798,19.387226365333287,19.048892410349485,19.476021264578083,18.75381641971414,18.30510486530577,19.169550465390035,18.411989132002255,19.50847601735896,19.100241903492588,19.03855773743236,18.82300377138648,18.93416990197169,19.291015010864527,19.07602536595262,18.38718568653083,18.661122902722184,19.357483677278392,19.32710616300596,19.141765447485096,18.969046495929536,18.40745042095244,19.455334278906527,18.877391093620513,18.57855635429448,19.215566574973835,18.86629423915317,18.56064245574357,18.60712617113811,19.29952899743968,19.275100550474885,18.60409647013058,18.90799182024548,19.279876949149877,18.74086895719839,19.271851825006465
Q9NUJ1,ABHD10,ABHDA_HUMAN,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial",18.702028044524624,18.641719503702536,18.64391824052766,18.537850693014448,18.52377506745828,18.708192879580956,17.89018574289986,18.39082426694175,18.06914701853122,18.229109129258543,18.567912555957705,18.530508024836298,18.776822634091616,18.667659264003554,19.154058857391373,18.648174926634415,18.80616405880276,18.800553996895964,18.246536187980936,18.603483775237972,17.53516283479325,18.451709458138215,18.273493998351984,18.73856309420296,18.264936237079628,18.45125996635632,18.50453115421086,18.391580100261816,18.40691299766948,17.82838071812884,18.349462858047787,18.282725608913694,18.452344405199796,17.87929731145185,18.40746893386077,18.32287685098517,18.419952742125407,18.300718984840884,18.63581174950596,18.15295183171557,18.28164906455585,18.308138964582316,18.335660717443233,18.446945617397454,17.89435378581758,18.962215795121036,18.174474243646035,18.201718471350095,17.82294990631147,18.585568684862672,18.388058099208482,18.19322329410689,18.65721241467741,17.400889173082028,18.287312806023955,18.168427891795425,17.97968119258723,18.143453723757318,18.630494283818017,18.270700116448563,18.053979245712583,18.14056633225492
Q8NFV4,ABHD11,ABHDB_HUMAN,Protein ABHD11,17.250901207167686,18.07129178234203,17.927705306659117,18.895594488368292,17.885474166085167,18.924435905106463,17.018405204754735,17.806121200929436,17.527187917694654,17.52335601932264,18.574079664745092,18.35570350943435,18.677472670753833,18.87556019388952,19.091356417110948,17.646211209379285,18.877878839338635,18.32351201100585,19.15204928429937,18.25878475849845,18.445102323264692,17.867430572767383,18.454987343349465,18.174267523883856,18.510199581574593,18.53522661409962,18.95580857610905,16.855563946153293,17.909815153650076,18.33164049997749,17.24676143674127,17.05379048490155,18.39640091251338,17.443297967603577,17.4152320786571,17.22044049852987,16.716924670081614,17.252398413366606,18.381012651806945,16.74013158980482,18.60311713127465,17.374039346355822,17.710454741749672,18.098039246951025,17.559701474190167,17.803862969452357,18.3132314926279,17.92364178505016,17.724530247511385,17.828300394228304,17.14193311587889,16.98929921425388,17.843427698529215,17.300781122251497,17.544607990140992,18.010739201428425,17.557343797360282,18.003267211235716,16.768648706549214,18.465443156573706,17.259128006649476,17.701481940288367
Q96IU4,ABHD14B,ABHEB_HUMAN,Protein ABHD14B,22.70821087843901,22.89682550611981,22.581791903124255,22.84065903385372,22.84542022260556,22.855770541163515,22.9238514531317,22.571903053888104,22.343786586685113,22.693295292826708,23.242944798466635,22.83530552094931,22.619148867296083,22.49936509716871,22.631057953683392,22.626647708478785,22.955234973983018,22.617732697696344,22.992866726404447,22.89161868169608,22.402010663018327,22.843455886646087,22.171707280118618,22.44599157767524,22.69992367709095,22.50686371121518,22.54770925252262,22.562941387354275,22.878178507418372,22.717497850360427,23.11742459443965,22.90129740334778,22.572484771458296,22.53932756380255,22.74123121033026,22.008671307183334,22.45371690490753,22.375315126432422,22.883335407090417,22.434939868181637,23.331856726389866,22.58302055186749,22.807810912572684,23.230624487448885,22.46171288810163,22.258041222216026,23.17059470052782,22.728416876130865,22.655033356961788,22.535574636611106,22.51664543970703,21.83675825037987,22.864028160071488,22.24486637082653,23.087462810460163,22.424834822624256,22.528514962042287,22.575891231156216,22.86592533414893,22.65680263785617,22.54909329050272,21.70471697454952
