uniprot_id,protein,gene,description,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,pi_score,sig_pi
A0A0U1RRL7,MMPOS_HUMAN,MMP24OS,Protein MMP24OS,0.05511721546837478,-0.8185802258039225,0.9288146567406721,16.322906735899043,0.12781653624695916,-5.188903206372351,0.898985411591788,0.987468304529188,0.9941478429166419,0
A0FGR8,ESYT2_HUMAN,ESYT2,Extended synaptotagmin-2,-0.03290070070743667,-0.39414807090368625,0.3283466694888129,17.098331165177516,-0.18354423388879515,-5.341163417537612,0.8552132807998756,0.9854311722187111,0.9948674029982216,0
A1L0T0,ILVBL_HUMAN,ILVBL,Acetolactate synthase-like protein,-0.2261573615265533,-0.6947667450172417,0.24245202196413512,17.0022662256138,-0.9720042308732488,-5.013141623964301,0.33623866827060334,0.8484650255835557,0.7815340119118969,0
A1L4K1,FSD2_HUMAN,FSD2,Fibronectin type III and SPRY domain-containing protein 2,0.10969088423840034,-0.24572108201281972,0.4651028504896204,17.976966028844235,0.6182484696010815,-5.33371995578235,0.538915839590715,0.9332672678842272,0.934437578744928,0
A2RTX5,SYTC2_HUMAN,TARS3,"Threonine--tRNA ligase 2, cytoplasmic",-0.03277422870270463,-0.5401382289562856,0.47458977155087634,15.491210573111283,-0.13055045606398538,-5.283469001129475,0.8967844851587674,0.9872076272682925,0.9964359514605258,0
A3KMH1,VWA8_HUMAN,VWA8,von Willebrand factor A domain-containing protein 8,-0.325150212215938,-1.0045139802080714,0.3542135557761953,21.47361209635668,-0.9803088821745829,-4.7877458607161065,0.33531371586262204,0.8484650255835557,0.7009715559033017,0
A5YM72,CRNS1_HUMAN,CARNS1,Carnosine synthase 1,-0.3240244058208255,-0.9186935842343688,0.2706447725927178,20.22661257014602,-1.0928703321543025,-4.9755478026191895,0.2793887854987454,0.8253531173664314,0.6615431707618992,0
A6NCE7,MP3B2_HUMAN,MAP1LC3B2,Microtubule-associated proteins 1A/1B light chain 3 beta 2,0.4739848234831072,-0.11515653253930958,1.063126179505524,20.71365448426334,1.6407524062665457,-4.266159954432194,0.11094161959751651,0.7179536967395801,0.35268686521307235,0
A6NDG6,PGP_HUMAN,PGP,Glycerol-3-phosphate phosphatase,-0.07487211111866188,-0.2902445053812961,0.1405002831439723,23.015275302127968,-0.6949117605656177,-5.334198864188238,0.48970469641841785,0.9224851122642839,0.9479484573131014,0
A6NNS2,DRS7C_HUMAN,DHRS7C,Dehydrogenase/reductase SDR family member 7C,0.032205699633575335,-0.3295564923570039,0.3939678916241546,21.64224919716279,0.17795458439305906,-5.528001076939067,0.8593383339046485,0.9854311722187111,0.9951297536807447,0
A8MU46,SMTL1_HUMAN,SMTNL1,Smoothelin-like protein 1,-0.20366130629339452,-0.7262384779822332,0.31891586539544414,23.415900733680058,-0.7790363275530346,-5.281225642639674,0.438919350859039,0.910335198573387,0.8456051252790104,0
A8MXV4,NUD19_HUMAN,NUDT19,Nucleoside diphosphate-linked moiety X motif 19,0.30673944445619483,-0.31824657840320547,0.9317254673155951,17.09822072861629,0.9904275471858506,-4.986661798531115,0.32763037376636117,0.8476369238316583,0.710148551630833,0
E9PAV3,NACAM_HUMAN,NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",-0.16825809175517747,-0.36132234948989617,0.024806165979541245,23.676700924402894,-1.7421024778425638,-4.267640191710035,0.08644543722709945,0.7179536967395801,0.6623663340332064,0
L0R6Q1,S35U4_HUMAN,SLC35A4,SLC35A4 upstream open reading frame protein,0.18233385396928625,-0.19821186910670163,0.5628795770452741,18.642144427044716,0.9614383412915224,-5.083082230570289,0.3407771171542643,0.8497554824001795,0.8217761459919867,0
O00151,PDLI1_HUMAN,PDLIM1,PDZ and LIM domain protein 1,-0.019170127211793897,-0.5164966242899031,0.47815636986631527,22.35573246652498,-0.07705184017334994,-5.53910112992957,0.9388302211498099,0.9903410703013332,0.9987907013946667,0
O00159,MYO1C_HUMAN,MYO1C,Unconventional myosin-Ic,-0.35939180977175056,-0.736741929481787,0.017958309938285844,18.51696111305153,-1.912923100595188,-3.980951780008169,0.061487817135879884,0.6871590627791683,0.3670292817593316,0
O00168,PLM_HUMAN,FXYD1,Phospholemman,-0.05056278320735785,-0.5721150765993565,0.47098951018464075,19.839740222518383,-0.19420377626700852,-5.4851520316991635,0.8467184795256377,0.9854311722187111,0.9916222996917994,0
O00186,STXB3_HUMAN,STXBP3,Syntaxin-binding protein 3,0.4160441899879217,0.11339042199071447,0.7186979579851289,18.28831392540244,2.7583816011312923,-2.517662640346675,0.007996243652530275,0.60007559363049,0.1341244371446838,0
O00217,NDUS8_HUMAN,NDUFS8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",0.33861913737770877,-0.04754251336242049,0.7247807881178381,22.652158433323613,1.7528387904898146,-4.25232061914376,0.08456903728920209,0.7179536967395801,0.4332446866419884,0
O00231,PSD11_HUMAN,PSMD11,26S proteasome non-ATPase regulatory subunit 11,-0.05733626435017314,-0.24112740721341736,0.12645487851307108,21.814326331494183,-0.62359759899641,-5.374450362969749,0.5351776120063345,0.9332672678842272,0.9647906499848757,0
O00232,PSD12_HUMAN,PSMD12,26S proteasome non-ATPase regulatory subunit 12,-0.12180984627523017,-0.3990508347945608,0.15543114224410048,20.5400178390757,-0.8782629766203761,-5.2111560691105145,0.3831892401674122,0.8725152102698197,0.8897246824907491,0
O00233,PSMD9_HUMAN,PSMD9,26S proteasome non-ATPase regulatory subunit 9,-0.05620338393105584,-0.2977985890744204,0.18539182121230874,18.06626928699169,-0.4650222924864937,-5.448530740318021,0.6435433229489684,0.9610691638031061,0.975531784371564,0
O00264,PGRC1_HUMAN,PGRMC1,Membrane-associated progesterone receptor component 1,-0.12436445087011094,-0.9422141939166517,0.6934852921764298,18.91983573998077,-0.3097225904104601,-5.226281843827736,0.7587767858366917,0.9807980833183041,0.9662520934638134,0
O00299,CLIC1_HUMAN,CLIC1,Chloride intracellular channel protein 1,-0.060408059854452745,-0.37656299905369744,0.25574687934479196,19.36113622918581,-0.38206384927556725,-5.4724897273843105,0.7037407508314202,0.9757270731075511,0.9789995614324467,0
O00303,EIF3F_HUMAN,EIF3F,Eukaryotic translation initiation factor 3 subunit F,-0.10536795836381785,-0.33793463353416336,0.12719871680652767,19.64848331315272,-0.9056506432425873,-5.190379256547992,0.3686240839349786,0.8685999596414687,0.9001850789764052,0
O00330,ODPX_HUMAN,PDHX,"Pyruvate dehydrogenase protein X component, mitochondrial",-0.07691352804242158,-0.2883662627384464,0.13453920665360325,23.423102974046106,-0.7270914633888453,-5.314635366948456,0.4699043283763352,0.9161298065083752,0.9435677510268827,0
